59.0		70.0	56.5177	48.3497	1.420701758863724	
60.0		70.0	56.4294	48.2288	1.408072781972615	
59.0	60.0	70.0	56.1043	47.0699	1.3293498453936303	
59.0	60.0	70.0	56.1043	47.0699	1.3293498453936303	

	
0	70.0	59.0668	52.7043	1.8521379445998118	
5	70.0	59.2755	52.7617	1.8733388471036667	
10	70.0	59.3132	52.5629	1.8659700476823708	
15	70.0	59.1793	52.177	1.833772342525347	
20	70.0	58.9219	51.7388	1.788407450615611	
25	70.0	58.7037	51.4241	1.7532437725100607	
30	70.0	58.4844	51.3716	1.7318321273131274	
35	70.0	58.2394	50.9735	1.6905542601335406	
40	70.0	58.0328	50.5515	1.6516683919484838	
45	70.0	57.8325	50.3581	1.6252058814081713	
50	70.0	57.6564	49.7888	1.582134277297642	
55	70.0	57.2403	49.1907	1.518728483936482	
60	70.0	56.9513	48.5973	1.4668305154708583	
65	70.0	56.6617	48.118	1.4211029932808341	
70	70.0	56.6383	47.5466	1.3926879721242662	
75	70.0	56.8513	46.948	1.3823497797546955	
80	70.0001	57.1436	46.3284	1.3782795063152458	
85	70.0001	57.601	45.6759	1.3873274993252238	
90	70.0	58.2885	45.0531	1.4184084156210384	
95	70.0	59.3009	44.4635	1.4811884881881194	
100	69.9999	61.0973	44.0289	1.6245410292628628	
105	70.0	61.8338	43.2823	1.6636898674277654	
110	70.0	63.5542	42.6524	1.8027530814075798	
115	70.0	65.3193	42.0438	1.9518560084459549	
120	70.0	67.0608	41.5235	2.105284874924339	
125	70.0	68.8264	41.0695	2.2655079103376603	
130	70.0	70.5207	40.748	2.4239867593012248	
135	70.0	71.8469	40.5599	2.550157030208143	
140	70.0	73.358	40.5032	2.69854264928183	
145	70.0	74.9384	40.3972	2.8513555532959374	
150	70.0	76.4421	40.5176	3.0026479158016404	
155	70.0	78.0215	40.543	3.156902543307834	
160	70.0	79.524	40.6553	3.304938802844487	
165	70.0	81.2847	40.8925	3.479813359745423	
170	70.0	83.1518	41.1113	3.661694753552705	
175	70.0	84.147	41.1376	3.754534587848512	
180	70.0	84.1426	41.1835	3.7556593945082994	
185	70.0	84.0213	41.1713	3.7440855549381813	
190	70.0	83.5499	41.1327	3.699289965585016	
195	70.0	83.1045	41.0102	3.6539562408549435	
200	70.0	82.7253	40.9127	3.615483310425629	
205	70.0	81.8201	40.9467	3.5319570452944813	
210	70.0	80.682	40.8088	3.420119431964426	
215	70.0	79.1376	40.8834	3.2753589513641925	
220	70.0	77.3506	40.9107	3.1038306757771448	
225	70.0	75.3304	41.0512	2.91110157249143	
230	70.0	73.5192	41.4173	2.7445941786383137	
235	70.0	71.8039	41.6708	2.582787756232368	
240	70.0	70.0321	41.94	2.4154173677246824	
245	70.0	68.4086	42.1909	2.2623778318435304	
250	70.0	66.8813	42.5535	2.1237601531773826	
255	70.0	65.3625	42.8196	1.9840197086021705	
260	70.0	63.8549	43.1166	1.848764103767241	
265	70.0	62.1325	43.3454	1.693926884745978	
270	70.0	60.555	43.5785	1.5577472523806135	
275	70.0	59.3169	43.6646	1.4511211724924236	
280	70.0	58.052	43.8856	1.3516318499649538	
285	70.0	57.4041	44.0321	1.3038945335466323	
290	70.0	57.0607	44.4527	1.292823025867408	
295	70.0	56.8084	44.841	1.288408742905244	
300	70.0	56.6563	45.2115	1.2916638711764974	
305	70.0001	56.5297	45.8922	1.3105079333194318	
310	70.0	56.6231	46.4813	1.3434984568308461	
315	70.0	57.0449	47.3532	1.4161841287031938	
320	70.0001	57.3459	48.2294	1.481180396400455	
325	70.0	57.7676	49.0607	1.5555454293321602	
330	70.0	58.085	49.7786	1.6171983410258275	
335	70.0	58.3557	50.1499	1.6585027049077397	
340	70.0	58.6301	50.6306	1.7061092248225527	
345	70.0	58.824	51.278	1.7559651347189142	
350	70.0	58.7982	51.929	1.7877720438780793	
355	70.0	58.8716	52.4471	1.82154164666213	
